date,office_name,office_code,fuel_type,registrations
2021-06-01,Sitapur,UP34,Electric(Bov),112
2021-03-01,Sitapur,UP34,Electric(Bov),184
2021-05-01,Sitapur,UP34,Electric(Bov),22
2021-11-01,Sitapur,UP34,Electric(Bov),281
2021-10-01,Sitapur,UP34,Electric(Bov),335
2021-09-01,Sitapur,UP34,Electric(Bov),287
2022-04-01,Sitapur,UP34,Electric(Bov),347
2022-08-01,Sitapur,UP34,Electric(Bov),473
2022-12-01,Sitapur,UP34,Electric(Bov),370
2022-02-01,Sitapur,UP34,Electric(Bov),256
2022-01-01,Sitapur,UP34,Electric(Bov),358
2022-07-01,Sitapur,UP34,Electric(Bov),417
2022-06-01,Sitapur,UP34,Electric(Bov),383
2022-03-01,Sitapur,UP34,Electric(Bov),467
2022-05-01,Sitapur,UP34,Electric(Bov),433
2022-11-01,Sitapur,UP34,Electric(Bov),378
2022-10-01,Sitapur,UP34,Electric(Bov),300
2022-09-01,Sitapur,UP34,Electric(Bov),461
2023-04-01,Sitapur,UP34,Electric(Bov),398
2023-08-01,Sitapur,UP34,Electric(Bov),632
2023-12-01,Sitapur,UP34,Electric(Bov),537
2023-02-01,Sitapur,UP34,Electric(Bov),391
2023-01-01,Sitapur,UP34,Electric(Bov),284
2023-07-01,Sitapur,UP34,Electric(Bov),572
2023-06-01,Sitapur,UP34,Electric(Bov),502
2023-03-01,Sitapur,UP34,Electric(Bov),452
2023-05-01,Sitapur,UP34,Electric(Bov),445
2023-11-01,Sitapur,UP34,Electric(Bov),502
2023-10-01,Sitapur,UP34,Electric(Bov),496
2023-09-01,Sitapur,UP34,Electric(Bov),503
2024-04-01,Sitapur,UP34,Electric(Bov),374
2024-04-01,Sitapur,UP34,Pure Ev,2
2024-02-01,Sitapur,UP34,Electric(Bov),429
2024-01-01,Sitapur,UP34,Electric(Bov),447
2024-03-01,Sitapur,UP34,Electric(Bov),487
2024-05-01,Sitapur,UP34,Electric(Bov),495
2024-05-01,Sitapur,UP34,Pure Ev,19
2020-04-01,Sonbhadra,UP64,Electric(Bov),2
2020-08-01,Sonbhadra,UP64,Electric(Bov),2
2020-02-01,Sonbhadra,UP64,Electric(Bov),1
2020-03-01,Sonbhadra,UP64,Electric(Bov),2
2020-11-01,Sonbhadra,UP64,Electric(Bov),1
2020-10-01,Sonbhadra,UP64,Electric(Bov),4
2020-09-01,Sonbhadra,UP64,Electric(Bov),2
2021-12-01,Sonbhadra,UP64,Electric(Bov),22
2021-02-01,Sonbhadra,UP64,Electric(Bov),1
2021-01-01,Sonbhadra,UP64,Electric(Bov),1
2021-03-01,Sonbhadra,UP64,Electric(Bov),4
2021-11-01,Sonbhadra,UP64,Electric(Bov),23
2021-10-01,Sonbhadra,UP64,Electric(Bov),4
2021-09-01,Sonbhadra,UP64,Electric(Bov),3
2022-04-01,Sonbhadra,UP64,Electric(Bov),15
2022-08-01,Sonbhadra,UP64,Electric(Bov),20
2022-12-01,Sonbhadra,UP64,Electric(Bov),80
2022-02-01,Sonbhadra,UP64,Electric(Bov),21
2022-07-01,Sonbhadra,UP64,Electric(Bov),21
2022-06-01,Sonbhadra,UP64,Electric(Bov),21
2022-03-01,Sonbhadra,UP64,Electric(Bov),31
2022-05-01,Sonbhadra,UP64,Electric(Bov),23
2022-11-01,Sonbhadra,UP64,Electric(Bov),55
2022-10-01,Sonbhadra,UP64,Electric(Bov),29
2022-09-01,Sonbhadra,UP64,Electric(Bov),40
2023-04-01,Sonbhadra,UP64,Electric(Bov),54
2023-08-01,Sonbhadra,UP64,Electric(Bov),60
2023-12-01,Sonbhadra,UP64,Electric(Bov),104
2023-02-01,Sonbhadra,UP64,Electric(Bov),40
2023-01-01,Sonbhadra,UP64,Electric(Bov),36
2023-07-01,Sonbhadra,UP64,Electric(Bov),68
2023-06-01,Sonbhadra,UP64,Electric(Bov),50
2023-03-01,Sonbhadra,UP64,Electric(Bov),86
2023-05-01,Sonbhadra,UP64,Electric(Bov),92
2023-11-01,Sonbhadra,UP64,Electric(Bov),150
2023-10-01,Sonbhadra,UP64,Electric(Bov),121
2023-09-01,Sonbhadra,UP64,Electric(Bov),70
2024-04-01,Sonbhadra,UP64,Electric(Bov),78
2024-04-01,Sonbhadra,UP64,Strong Hybrid Ev,1
2024-02-01,Sonbhadra,UP64,Electric(Bov),70
2024-01-01,Sonbhadra,UP64,Electric(Bov),84
2024-03-01,Sonbhadra,UP64,Electric(Bov),84
2024-05-01,Sonbhadra,UP64,Electric(Bov),77
2024-05-01,Sonbhadra,UP64,Pure Ev,6
2024-05-01,Sonbhadra,UP64,Strong Hybrid Ev,1
2020-08-01,Sultanpur,UP44,Electric(Bov),35
2020-12-01,Sultanpur,UP44,Electric(Bov),61
2020-02-01,Sultanpur,UP44,Electric(Bov),62
2020-01-01,Sultanpur,UP44,Electric(Bov),74
2020-07-01,Sultanpur,UP44,Electric(Bov),30
2020-06-01,Sultanpur,UP44,Electric(Bov),18
2020-03-01,Sultanpur,UP44,Electric(Bov),53
2020-11-01,Sultanpur,UP44,Electric(Bov),41
2020-10-01,Sultanpur,UP44,Electric(Bov),21
2020-09-01,Sultanpur,UP44,Electric(Bov),32
2021-04-01,Sultanpur,UP44,Electric(Bov),87
2021-08-01,Sultanpur,UP44,Electric(Bov),115
2021-12-01,Sultanpur,UP44,Electric(Bov),237
2021-02-01,Sultanpur,UP44,Electric(Bov),74
2021-01-01,Sultanpur,UP44,Electric(Bov),74
2021-07-01,Sultanpur,UP44,Electric(Bov),110
2021-06-01,Sultanpur,UP44,Electric(Bov),49
2021-03-01,Sultanpur,UP44,Electric(Bov),96
2021-05-01,Sultanpur,UP44,Electric(Bov),37
2021-11-01,Sultanpur,UP44,Electric(Bov),139
2021-10-01,Sultanpur,UP44,Electric(Bov),218
2021-09-01,Sultanpur,UP44,Electric(Bov),141
2022-04-01,Sultanpur,UP44,Electric(Bov),211
2022-08-01,Sultanpur,UP44,Electric(Bov),231
2022-12-01,Sultanpur,UP44,Electric(Bov),200
2022-02-01,Sultanpur,UP44,Electric(Bov),137
2022-01-01,Sultanpur,UP44,Electric(Bov),192
2022-07-01,Sultanpur,UP44,Electric(Bov),292
2022-06-01,Sultanpur,UP44,Electric(Bov),226
2022-03-01,Sultanpur,UP44,Electric(Bov),221
2022-05-01,Sultanpur,UP44,Electric(Bov),156
2022-11-01,Sultanpur,UP44,Electric(Bov),205
2022-10-01,Sultanpur,UP44,Electric(Bov),215
2022-09-01,Sultanpur,UP44,Electric(Bov),223
2023-04-01,Sultanpur,UP44,Electric(Bov),202
2023-08-01,Sultanpur,UP44,Electric(Bov),220
2023-12-01,Sultanpur,UP44,Electric(Bov),320
2023-02-01,Sultanpur,UP44,Electric(Bov),214
2023-01-01,Sultanpur,UP44,Electric(Bov),199
2023-07-01,Sultanpur,UP44,Electric(Bov),262
2023-06-01,Sultanpur,UP44,Electric(Bov),213
2023-03-01,Sultanpur,UP44,Electric(Bov),197
2023-05-01,Sultanpur,UP44,Electric(Bov),218
2023-11-01,Sultanpur,UP44,Electric(Bov),281
2023-10-01,Sultanpur,UP44,Electric(Bov),270
2023-09-01,Sultanpur,UP44,Electric(Bov),277
2024-04-01,Sultanpur,UP44,Electric(Bov),196
2024-04-01,Sultanpur,UP44,Pure Ev,28
2024-02-01,Sultanpur,UP44,Electric(Bov),277
2024-01-01,Sultanpur,UP44,Electric(Bov),280
2024-03-01,Sultanpur,UP44,Electric(Bov),327
2024-03-01,Sultanpur,UP44,Pure Ev,5
2024-05-01,Sultanpur,UP44,Electric(Bov),223
2024-05-01,Sultanpur,UP44,Pure Ev,42
2020-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),8
2020-08-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),152
2020-12-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),346
2020-02-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),422
2020-01-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),499
2020-07-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),227
2020-06-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),251
2020-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),248
2020-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),12
2020-11-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),296
2020-10-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),144
2020-09-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),185
2021-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),361
2021-08-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),599
2021-12-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1134
2021-02-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),427
2021-01-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),434
2021-07-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),563
2021-06-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),238
2021-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),506
2021-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),54
2021-11-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),940
2021-10-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),934
2021-09-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),780
2022-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1090
2022-08-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1020
2022-12-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),931
2022-02-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1049
2022-01-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1070
2022-07-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1007
2022-06-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),814
2022-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1259
2022-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1058
2022-11-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1435
2022-10-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1114
2022-09-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1132
2023-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1516
2023-08-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),2023
2023-12-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),2399
2023-02-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1280
2023-01-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1241
2023-07-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1871
2023-06-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1732
2023-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1586
2023-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1836
2023-11-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),2173
2023-10-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),2123
2023-09-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1940
2024-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1191
2024-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Pure Ev,45
2024-04-01,Transport Nagar Rto Lucknow (Up32),UP32,Strong Hybrid Ev,29
2024-02-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),3836
2024-01-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),3197
2024-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),3219
2024-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Pure Ev,5
2024-03-01,Transport Nagar Rto Lucknow (Up32),UP32,Strong Hybrid Ev,19
2024-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Electric(Bov),1745
2024-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Pure Ev,197
2024-05-01,Transport Nagar Rto Lucknow (Up32),UP32,Strong Hybrid Ev,22
2020-08-01,Unnao,UP35,Electric(Bov),28
2020-12-01,Unnao,UP35,Electric(Bov),78
2020-02-01,Unnao,UP35,Electric(Bov),60
2020-01-01,Unnao,UP35,Electric(Bov),80
2020-07-01,Unnao,UP35,Electric(Bov),30
2020-06-01,Unnao,UP35,Electric(Bov),26
2020-03-01,Unnao,UP35,Electric(Bov),45
2020-05-01,Unnao,UP35,Electric(Bov),2
2020-11-01,Unnao,UP35,Electric(Bov),58
2020-10-01,Unnao,UP35,Electric(Bov),58
2020-09-01,Unnao,UP35,Electric(Bov),53
2021-04-01,Unnao,UP35,Electric(Bov),46
2021-08-01,Unnao,UP35,Electric(Bov),124
2021-12-01,Unnao,UP35,Electric(Bov),252
2021-02-01,Unnao,UP35,Electric(Bov),55
2021-01-01,Unnao,UP35,Electric(Bov),71
2021-07-01,Unnao,UP35,Electric(Bov),97
2021-06-01,Unnao,UP35,Electric(Bov),109
2021-03-01,Unnao,UP35,Electric(Bov),107
2021-05-01,Unnao,UP35,Electric(Bov),37
2021-11-01,Unnao,UP35,Electric(Bov),183
2021-10-01,Unnao,UP35,Electric(Bov),208
2021-09-01,Unnao,UP35,Electric(Bov),137
2022-04-01,Unnao,UP35,Electric(Bov),159
2022-08-01,Unnao,UP35,Electric(Bov),238
2022-12-01,Unnao,UP35,Electric(Bov),107
2022-02-01,Unnao,UP35,Electric(Bov),194
2022-01-01,Unnao,UP35,Electric(Bov),212
2022-07-01,Unnao,UP35,Electric(Bov),297
2022-06-01,Unnao,UP35,Electric(Bov),225
2022-03-01,Unnao,UP35,Electric(Bov),152
2022-05-01,Unnao,UP35,Electric(Bov),222
2022-11-01,Unnao,UP35,Electric(Bov),255
2022-10-01,Unnao,UP35,Electric(Bov),226
2022-09-01,Unnao,UP35,Electric(Bov),238
2023-04-01,Unnao,UP35,Electric(Bov),206
2023-08-01,Unnao,UP35,Electric(Bov),351
2023-12-01,Unnao,UP35,Electric(Bov),334
2023-02-01,Unnao,UP35,Electric(Bov),310
2023-01-01,Unnao,UP35,Electric(Bov),193
2023-07-01,Unnao,UP35,Electric(Bov),280
2023-06-01,Unnao,UP35,Electric(Bov),282
2023-03-01,Unnao,UP35,Electric(Bov),287
2023-05-01,Unnao,UP35,Electric(Bov),254
2023-11-01,Unnao,UP35,Electric(Bov),276
2023-10-01,Unnao,UP35,Electric(Bov),262
2023-09-01,Unnao,UP35,Electric(Bov),355
2024-04-01,Unnao,UP35,Electric(Bov),215
2024-04-01,Unnao,UP35,Pure Ev,4
2024-02-01,Unnao,UP35,Electric(Bov),186
2024-01-01,Unnao,UP35,Electric(Bov),361
2024-03-01,Unnao,UP35,Electric(Bov),214
2024-03-01,Unnao,UP35,Strong Hybrid Ev,1
2024-05-01,Unnao,UP35,Electric(Bov),249
2024-05-01,Unnao,UP35,Pure Ev,29
2020-04-01,Varanasi Rto,UP65,Electric(Bov),16
2020-08-01,Varanasi Rto,UP65,Electric(Bov),28
2020-12-01,Varanasi Rto,UP65,Electric(Bov),55
2020-02-01,Varanasi Rto,UP65,Electric(Bov),165
2020-01-01,Varanasi Rto,UP65,Electric(Bov),147
2020-07-01,Varanasi Rto,UP65,Electric(Bov),60
2020-06-01,Varanasi Rto,UP65,Electric(Bov),62
2020-03-01,Varanasi Rto,UP65,Electric(Bov),142
2020-05-01,Varanasi Rto,UP65,Electric(Bov),12
2020-11-01,Varanasi Rto,UP65,Electric(Bov),61
2020-10-01,Varanasi Rto,UP65,Electric(Bov),31
2020-09-01,Varanasi Rto,UP65,Electric(Bov),49
2021-04-01,Varanasi Rto,UP65,Electric(Bov),64
2021-08-01,Varanasi Rto,UP65,Electric(Bov),132
2021-12-01,Varanasi Rto,UP65,Electric(Bov),345
2021-02-01,Varanasi Rto,UP65,Electric(Bov),122
2021-01-01,Varanasi Rto,UP65,Electric(Bov),86
2021-07-01,Varanasi Rto,UP65,Electric(Bov),148
2021-06-01,Varanasi Rto,UP65,Electric(Bov),37
2021-03-01,Varanasi Rto,UP65,Electric(Bov),119
2021-05-01,Varanasi Rto,UP65,Electric(Bov),18
2021-11-01,Varanasi Rto,UP65,Electric(Bov),260
2021-10-01,Varanasi Rto,UP65,Electric(Bov),267
2021-09-01,Varanasi Rto,UP65,Electric(Bov),201
2022-04-01,Varanasi Rto,UP65,Electric(Bov),466
2022-08-01,Varanasi Rto,UP65,Electric(Bov),590
2022-12-01,Varanasi Rto,UP65,Electric(Bov),700
2022-02-01,Varanasi Rto,UP65,Electric(Bov),265
2022-01-01,Varanasi Rto,UP65,Electric(Bov),251
2022-07-01,Varanasi Rto,UP65,Electric(Bov),459
2022-06-01,Varanasi Rto,UP65,Electric(Bov),403
2022-03-01,Varanasi Rto,UP65,Electric(Bov),329
2022-05-01,Varanasi Rto,UP65,Electric(Bov),435
2022-11-01,Varanasi Rto,UP65,Electric(Bov),720
2022-10-01,Varanasi Rto,UP65,Electric(Bov),738
2022-09-01,Varanasi Rto,UP65,Electric(Bov),564
2023-04-01,Varanasi Rto,UP65,Electric(Bov),809
2023-08-01,Varanasi Rto,UP65,Electric(Bov),1153
2023-12-01,Varanasi Rto,UP65,Electric(Bov),1225
2023-02-01,Varanasi Rto,UP65,Electric(Bov),592
2023-01-01,Varanasi Rto,UP65,Electric(Bov),363
2023-07-01,Varanasi Rto,UP65,Electric(Bov),1087
2023-06-01,Varanasi Rto,UP65,Electric(Bov),856
2023-03-01,Varanasi Rto,UP65,Electric(Bov),796
2023-05-01,Varanasi Rto,UP65,Electric(Bov),1050
2023-11-01,Varanasi Rto,UP65,Electric(Bov),1404
2023-10-01,Varanasi Rto,UP65,Electric(Bov),1149
2023-09-01,Varanasi Rto,UP65,Electric(Bov),1026
2024-04-01,Varanasi Rto,UP65,Electric(Bov),1140
2024-04-01,Varanasi Rto,UP65,Pure Ev,79
2024-04-01,Varanasi Rto,UP65,Strong Hybrid Ev,8
2024-02-01,Varanasi Rto,UP65,Electric(Bov),1177
2024-01-01,Varanasi Rto,UP65,Electric(Bov),1098
2024-03-01,Varanasi Rto,UP65,Electric(Bov),1528
2024-03-01,Varanasi Rto,UP65,Pure Ev,4
2024-03-01,Varanasi Rto,UP65,Strong Hybrid Ev,5
2024-05-01,Varanasi Rto,UP65,Electric(Bov),1129
2024-05-01,Varanasi Rto,UP65,Pure Ev,218
2024-05-01,Varanasi Rto,UP65,Strong Hybrid Ev,8
2019-04-01,Agra Rto,UP80,Electric(Bov),195
2019-08-01,Agra Rto,UP80,Electric(Bov),200
2019-12-01,Agra Rto,UP80,Electric(Bov),217
2019-02-01,Agra Rto,UP80,Electric(Bov),138
2019-01-01,Agra Rto,UP80,Electric(Bov),170
2019-07-01,Agra Rto,UP80,Electric(Bov),183
2019-06-01,Agra Rto,UP80,Electric(Bov),160
2019-03-01,Agra Rto,UP80,Electric(Bov),168
2019-05-01,Agra Rto,UP80,Electric(Bov),152
2019-11-01,Agra Rto,UP80,Electric(Bov),211
2019-10-01,Agra Rto,UP80,Electric(Bov),161
2019-09-01,Agra Rto,UP80,Electric(Bov),116
2019-04-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),52
2019-08-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),62
2019-12-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),71
2019-02-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),71
2019-01-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),61
2019-07-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),68
2019-06-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),39
2019-03-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),61
2019-05-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),56
2019-11-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),75
2019-10-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),49
2019-09-01,Akbarpur(Ambedkar Nagar),UP45,Electric(Bov),54
2019-04-01,Aligarh Rto,UP81,Electric(Bov),58
2019-08-01,Aligarh Rto,UP81,Electric(Bov),51
2019-12-01,Aligarh Rto,UP81,Electric(Bov),38
2019-02-01,Aligarh Rto,UP81,Electric(Bov),44
2019-01-01,Aligarh Rto,UP81,Electric(Bov),69
2019-07-01,Aligarh Rto,UP81,Electric(Bov),63
2019-06-01,Aligarh Rto,UP81,Electric(Bov),60
2019-03-01,Aligarh Rto,UP81,Electric(Bov),65
2019-05-01,Aligarh Rto,UP81,Electric(Bov),38
2019-11-01,Aligarh Rto,UP81,Electric(Bov),50
2019-10-01,Aligarh Rto,UP81,Electric(Bov),54
2019-09-01,Aligarh Rto,UP81,Electric(Bov),48
2019-04-01,Amethi Arto,UP36,Electric(Bov),7
2019-08-01,Amethi Arto,UP36,Electric(Bov),5
2019-12-01,Amethi Arto,UP36,Electric(Bov),17
2019-02-01,Amethi Arto,UP36,Electric(Bov),10
2019-01-01,Amethi Arto,UP36,Electric(Bov),13
2019-07-01,Amethi Arto,UP36,Electric(Bov),10
2019-06-01,Amethi Arto,UP36,Electric(Bov),9
2019-03-01,Amethi Arto,UP36,Electric(Bov),9
2019-05-01,Amethi Arto,UP36,Electric(Bov),7
2019-11-01,Amethi Arto,UP36,Electric(Bov),16
2019-10-01,Amethi Arto,UP36,Electric(Bov),9
2019-09-01,Amethi Arto,UP36,Electric(Bov),5
2019-04-01,Arto Office Rampur,UP22,Electric(Bov),28
2019-08-01,Arto Office Rampur,UP22,Electric(Bov),47
2019-12-01,Arto Office Rampur,UP22,Electric(Bov),240
2019-02-01,Arto Office Rampur,UP22,Electric(Bov),28
2019-01-01,Arto Office Rampur,UP22,Electric(Bov),43
2019-07-01,Arto Office Rampur,UP22,Electric(Bov),49
2019-06-01,Arto Office Rampur,UP22,Electric(Bov),45
2019-03-01,Arto Office Rampur,UP22,Electric(Bov),48
2019-05-01,Arto Office Rampur,UP22,Electric(Bov),37
2019-11-01,Arto Office Rampur,UP22,Electric(Bov),53
2019-10-01,Arto Office Rampur,UP22,Electric(Bov),37
2019-09-01,Arto Office Rampur,UP22,Electric(Bov),41
2019-04-01,Auraiya,UP79,Electric(Bov),5
2019-08-01,Auraiya,UP79,Electric(Bov),1
2019-12-01,Auraiya,UP79,Electric(Bov),3
2019-02-01,Auraiya,UP79,Electric(Bov),3
2019-06-01,Auraiya,UP79,Electric(Bov),2
2019-03-01,Auraiya,UP79,Electric(Bov),4
2019-05-01,Auraiya,UP79,Electric(Bov),1
2019-11-01,Auraiya,UP79,Electric(Bov),3
2019-10-01,Auraiya,UP79,Electric(Bov),3
2019-09-01,Auraiya,UP79,Electric(Bov),3
2019-04-01,Ayodhya Rto,UP42,Electric(Bov),54
2019-08-01,Ayodhya Rto,UP42,Electric(Bov),67
2019-12-01,Ayodhya Rto,UP42,Electric(Bov),55
2019-02-01,Ayodhya Rto,UP42,Electric(Bov),37
2019-01-01,Ayodhya Rto,UP42,Electric(Bov),36
2019-07-01,Ayodhya Rto,UP42,Electric(Bov),59
2019-06-01,Ayodhya Rto,UP42,Electric(Bov),52
2019-03-01,Ayodhya Rto,UP42,Electric(Bov),52
2019-05-01,Ayodhya Rto,UP42,Electric(Bov),52
2019-11-01,Ayodhya Rto,UP42,Electric(Bov),42
2019-10-01,Ayodhya Rto,UP42,Electric(Bov),54
2019-09-01,Ayodhya Rto,UP42,Electric(Bov),38
2019-04-01,Azamgarh Rto,UP50,Electric(Bov),42
2019-08-01,Azamgarh Rto,UP50,Electric(Bov),64
2019-12-01,Azamgarh Rto,UP50,Electric(Bov),47
2019-02-01,Azamgarh Rto,UP50,Electric(Bov),42
2019-01-01,Azamgarh Rto,UP50,Electric(Bov),51
2019-07-01,Azamgarh Rto,UP50,Electric(Bov),62
2019-06-01,Azamgarh Rto,UP50,Electric(Bov),36
2019-03-01,Azamgarh Rto,UP50,Electric(Bov),46
2019-05-01,Azamgarh Rto,UP50,Electric(Bov),35
2019-11-01,Azamgarh Rto,UP50,Electric(Bov),74
2019-10-01,Azamgarh Rto,UP50,Electric(Bov),79
2019-09-01,Azamgarh Rto,UP50,Electric(Bov),74
2019-04-01,Badaun,UP24,Electric(Bov),17
2019-08-01,Badaun,UP24,Electric(Bov),17
2019-12-01,Badaun,UP24,Electric(Bov),16
2019-02-01,Badaun,UP24,Electric(Bov),6
2019-01-01,Badaun,UP24,Electric(Bov),13
2019-07-01,Badaun,UP24,Electric(Bov),27
2019-06-01,Badaun,UP24,Electric(Bov),15
2019-03-01,Badaun,UP24,Electric(Bov),6
2019-05-01,Badaun,UP24,Electric(Bov),15
2019-11-01,Badaun,UP24,Electric(Bov),26
2019-10-01,Badaun,UP24,Electric(Bov),24
2019-09-01,Badaun,UP24,Electric(Bov),18
2019-04-01,Baghpat,UP17,Electric(Bov),16
2019-08-01,Baghpat,UP17,Electric(Bov),39
2019-12-01,Baghpat,UP17,Electric(Bov),9
2019-02-01,Baghpat,UP17,Electric(Bov),16
2019-01-01,Baghpat,UP17,Electric(Bov),23
2019-07-01,Baghpat,UP17,Electric(Bov),6
2019-06-01,Baghpat,UP17,Electric(Bov),8
2019-03-01,Baghpat,UP17,Electric(Bov),12
2019-05-01,Baghpat,UP17,Electric(Bov),7
2019-11-01,Baghpat,UP17,Electric(Bov),31
2019-10-01,Baghpat,UP17,Electric(Bov),36
2019-09-01,Baghpat,UP17,Electric(Bov),23
2019-04-01,Bahraich,UP40,Electric(Bov),90
2019-08-01,Bahraich,UP40,Electric(Bov),100
2019-12-01,Bahraich,UP40,Electric(Bov),77
2019-02-01,Bahraich,UP40,Electric(Bov),63
2019-01-01,Bahraich,UP40,Electric(Bov),89
2019-07-01,Bahraich,UP40,Electric(Bov),90
2019-06-01,Bahraich,UP40,Electric(Bov),90
2019-03-01,Bahraich,UP40,Electric(Bov),74
2019-05-01,Bahraich,UP40,Electric(Bov),104
2019-11-01,Bahraich,UP40,Electric(Bov),91
2019-10-01,Bahraich,UP40,Electric(Bov),70
2019-09-01,Bahraich,UP40,Electric(Bov),82
2019-04-01,Ballia,UP60,Electric(Bov),47
2019-08-01,Ballia,UP60,Electric(Bov),84
2019-12-01,Ballia,UP60,Electric(Bov),80
2019-02-01,Ballia,UP60,Electric(Bov),58
2019-01-01,Ballia,UP60,Electric(Bov),63
2019-07-01,Ballia,UP60,Electric(Bov),69
2019-06-01,Ballia,UP60,Electric(Bov),59
2019-03-01,Ballia,UP60,Electric(Bov),95
2019-05-01,Ballia,UP60,Electric(Bov),68
2019-11-01,Ballia,UP60,Electric(Bov),104
2019-10-01,Ballia,UP60,Electric(Bov),76
2019-09-01,Ballia,UP60,Electric(Bov),100
2019-04-01,Balrampur,UP47,Electric(Bov),62
2019-08-01,Balrampur,UP47,Electric(Bov),96
2019-12-01,Balrampur,UP47,Electric(Bov),67
2019-02-01,Balrampur,UP47,Electric(Bov),51
2019-01-01,Balrampur,UP47,Electric(Bov),96
2019-07-01,Balrampur,UP47,Electric(Bov),61
2019-06-01,Balrampur,UP47,Electric(Bov),61
2019-03-01,Balrampur,UP47,Electric(Bov),75
2019-05-01,Balrampur,UP47,Electric(Bov),37
2019-11-01,Balrampur,UP47,Electric(Bov),105
2019-10-01,Balrampur,UP47,Electric(Bov),88
